"review_id","order_id","review_comment_title","review_comment_message"
"00ae483894e7aae7ee28b3e95ce3a30b","028cad58dbd393e348c73435f8192919","recomendo","A imagem da pintura ?? perfeita, igualzinha do an??ncio. Por??m, achei o material pouco resistente e n??o tem acabamento nas bordas das pe??as. Mas ?? lindo!"
"00b0203f5935237549c310eb2a35d600","043332e857863b02677c1e075e3cc0cf","","Produto veio como mostra na foto,veio certinho e chegou Antes do prazo,super recomendo,amei"
"00b49439147c80e6916759355791a8cf","03dbf3a42789c67ed5e2198f08d997dc","","Paguei o frete por??m n??o foi feita a entrega em minha resid??ncia o produto est?? no correio, sendo que j?? comprei e foi entregue em minha casa, o problema maior ?? que os produtos tem volume para retira"
"00b4ff93b872060dc0915bbaac9466e7","e86c9bfc5e5cce878c7d0c2419927cd7","","Dessa vez a culpa foi dos correios,ele se atrasaram deve ser a tal greve deles"
"00cb74a19f4802054be1b6b29abc7750","39012f748a03a617e56fd02e2326ccca","",""
"00d39d8952f26e6bd4b68f24bfefbe6c","0551ab30e952cbf19e26f0f6baab13a6","","Mandaram no prazo correto. Mas n??o encaminharam a nota fiscal com o valor correto. Mandaram nota baixa e estava descrito apenas um produto, com o valor muito mais barato do que eu realmente paguei."
"00d4e73b0853cf1ebb24f2eb816edec7","22aa0b4e8c7855fd8d534a7692579a36","","o manual de instru??oes veio em lingua estrangeira."
"00d7f0c3fd3b622c2689a84e06cbc38e","4d3144d146f15c73378b715f90be85b9","",""
"00dbe0f2fc7a9f4e5ea0ff41bfbe7952","93bc6f18eba5e96c71ba3d04e1e8f5d4","","Aguardando o produto chegar ainda, tem 1 m??s que foi feito o pedido. 
"
"00de348b758ffca73cd33543443da155","d7c3bde68818e4f4c44f0641f25c0092","","Produto excelente qualidade. Compra chegou na data prevista."
"00e37b2f155ac419e4a5909f1926e010","b90eb14cd43f40f7b2ad0102469e43bb","",""
"00e84b0855ef77f58007b90b8143d36b","ce7cf6dd8f80dfb98716950ae40eca59","",""
"00e927398b7a872a23c8990b38b7026a","021d08e4057e5b6414c8d2f69f4f72a0","","Comprei o produto chave canivete para Logan. Mas o produto que me enviaram foi a chave comum. N??o vou solicitar a troca por o produto vai me atender. Mas faltou a aten????o no ato de enviar o produto."
"00f4e871aa4c212a739df433c74353f9","035a721e5bfc1bc3f4e1ba0d7923cc84","Excelente!!","Produto chegou antes do prazo e era exatamente o que eu estava procurando"
"00f5932eae7cb506a3b431fe3a52c6ea","776e5572d4969b8fa5b72b0fde398f6f","recomendo",""
"0103188af93352c368b41511326e069e","9960ee97c2f8d801a200a01893b3942f","",""
"0104b3be7b4d7e8f886e7a6ac04f17fe","64b9bd1556119a5b054cf5baede3fad4","","a bandana era pra ser com as pontas arredondadas e vieram quadradas, tamb??m era para vir uma bandana de tamanho m??dio e veio uma muito grande que n??o da para usar na testa."
"0104e953b7c5ae1a06f1fd2d22cf1761","1c54750859f8472306a0b63d74e782ef","","Comprei e paguei, por??m, n??o tive qualquer retorno do lojista.
N??o recomendo."
"0105ea6487b1325651dc5372adb05152","c9f23db8a1cb725df9bdb3383bd72b38","","S?? n??o acho justo pagar ""Entrega"""" e ter que me descolar at?? a ag??ncia do correio para retirar o produto."""
"0107408e6d7186ca191d7f9c86a68107","da5839ce50528e73a7b48bd91613d715","",""
"010b7361d3c6962ffb181a8764da3b36","84f58fa486ce5cc8fcc701d211e80749","Mercadoria errada","Minha bolsa de ca??amba veio da Ford ranger ao inv??s da frontier"
"010e8421cd080701aaef3b02d76080db","9fb29dddb4a36fb5a0371b04d33a6991","",""
"011b6d8836d462a52966fb43eb99891e","0b9b1c5bbb14862e0e96660280048b04","",""
"011c903ad5d7cb678f5aea63ced04f3d","3c7bbd575f4e18f9fb416be0cb30840b","",""
"011e34b3e5d332a41d8380a9f039fb7f","6cf5d7a6b6eb9cad292da0b65d6c010e","",""
"011f1e2ec26785d96724be3856e60055","002611a77fe03d076285fd4ca95db77c","",""
"01204603bc0f630ad004239973deb44e","cf3a9fb2f3b7b0d71c3a8e59c01ad281","",""
"01206bbbfcfe2d85dc0c646a8ddb73d4","013bc77d3ca5fba084a241fdcb307393","","Entrei em contato com a empresa 3 vezes e n??o obtive resposta em nem uma das vezes.
Uma falta de respeito com o cliente.
O prazo j?? venceu e meu produto n??o chegou."
"01291a39bf79eea405012fdd541442f3","e326f9904d668c8e2fce637b8b1fabe6","??timo","Produto chegou em perfeito Estado. Bem embalado e protegido."
"012dd4b113d66cec66b23305087153be","78275af5c9a2f3d0e1d19f9f4bc62922","",""
"0132e8c41fd4825325e464dd25543aff","42f588ddba9adc3d28e2f48face444fc","produto no prazo","Ainda avaliando a utilidade..."
"0137869351049314efebecd340d17c1d","390d4039e108e33c6a93031f5f3f9e0d","",""
"013790829ce3ff85c43327d680bfaadd","e339c040755b354d17a122b68617cb4f","",""
"0139a3c30b3f7adc938fcfbf7ef77254","ea9698a810cde28c3c7a480eb46780ba","","Quero saber dos demais produtos eram 3 itens"
"0141189a6944fdf66abd7b0c66687c52","e53a8a6728d3ba5c3662929455d7a6d3","","Entregue antes do prazo"
"014497b3e9d54bb967905ffc5cb77f4a","25716e02bca6edec6a1b90fa879d79e7","","Tirando a entrega o produto ?? ??timo..."
"014be4712ce86e435b89b4c3e817900b","a212cde404c8177ad20508a28c282082","","Muito bem embalados"
"01522cb4cb7b06e3b398d4a253217803","042e14b2dcf81a8468a49c14d28036c9","",""
"0164813279fca168f16dc2fce414850b","17f70d10c2acd50864b5dae4885894b5","","produto muito bom custo e benef??cio."
"016623a7df4a6496b81603b084d4d941","06ff862a85c2402aa52dc9edf150bf30","",""
"016abaf45b39538eb415f80bbd0a15a4","ba254174e8ca271319fbd168acd8684d","",""
"016e1ba217d5a0c48c11ea18d2c38bb8","7902ef4dbb5973b8426b4c66f2488d3d","","Ainda n??o o instalei, mais parece ser um ??timo produto, recomendo!"
"016f9e36942a6c358e497569647af6ba","eb7aac057d7c17adb860b770451ae250","","Efetuei a compra de suas estantes, no entanto, apesar da rapidez na entrega, somente recebi uma delas. 
Requeiro pelo presente a entrega do segundo produto."
"01744afe1719386c0d8daed9457ddf67","0e5f77f8bef9424afd3d6e904e873275","",""
"017808d29fd1f942d97e50184dfb4c13","8daaa9e99d60fbba579cc1c3e3bfae01","",""
"0178494e0c001522d2fa981f6d235cb1","e95a9cf427d600b905017685d47e21cb","??timo","Entrega super r??pida, antes mesmo do prazo. Muito bom."
"017f0e1ea6386de662cbeba299c59ad1","02355020fd0a40a0d56df9f6ff060413","","ja reclamei varias vezes e ate hoje n??o sei onde foi parar o produto que comprei. quero cancelar esta compra e quero meu dinheiro de volta."
"0182ef1f0ed9735bb0c7958f16a79087","6c636e8cee90bf0aac0ec71c90f873e3","",""
"0184546cc89559d7ac5ea39b33146d01","d684202253f5f00621b0afd578646f3d","",""
"0184ccf6bb7ea9bcfd3e2523598766af","4651d5acd5a3f7afd4619aef8d845d32","",""
"0186dfcf2c8bb3a8f902f92bd89cff7d","81d5d6bcd0acfd69fbae85ff8620a6e2","","A caixa veio furada. Fiquei preocupado com a integridade do produto mas estava tudo normal."
"018ae439c29d6c6fc8e84ce03f2ec379","4a7f6dd027d9a492108f77d26d69e304","","??timo atendimento"
"018c080d4d1dbae175b2240f88bfd116","55ac02b6b194b6cebf53799310fb63bb","","ok"
"018d165c539f3d2a2e5af62198772034","623d9c7205ead428a68b210b93e69148","",""
"018e39b7dbe872fd3b7b9ea07fe6a9bd","7520a4f97d875cef28e46e627eaaf336","","Acho que deveriam mudar o modo de entrega, pois os Correios deixam muito a desejar. Vieram uma ??nica vez entregar meu produto e foi um domingo ?? tarde e mandaram de volta pro remetente o produto."
"018eedb7b3e9d6634c806e61914f2e39","31ef15cb5a3faa4df17e96b09cd8c1a1","",""
"018f5885814b98f2d5ef6d1f9b8b91df","710d9b541d2ae52ef56ef33f5e1b795c","",""
"0198aa71afe50a2df1f7bca3bf79b745","d67445efbe81f76ebe2f1e2c474411f0","",""
"019e715e67b8cf5dcf03e07e58e5089b","4495f1b55b727a6ca639505afc688e17","",""
"01ac77c414aca7a1765916e0b73e9e2b","9a65fd6f0966e358fbae4d1b54f73ccd","",""
"01ad58bd8a1df16af35ae65c9cd1fde1","70756ed8114e7ea9fa7f220897cf934c","",""
"01adf3b6aa07a862a1afb625d202136e","58dfbee60e4d1073dcfe6f7a9d8f6043","",""
"01ae10b36a382413516fadf9567ff492","621b8e90f6fd06a792af8bdbbaf64a92","",""
"01ae8f8e20afd6e6c225e4f8e2e9dca9","6fd40293a9be9f1682cb718c67f0a568","",""
"01b0147e17032d7aa4b7b4c84d934d0a","025fe62703ce31742dc8bbe8b1a99b56","",""
"01b24ed0ea6aeaf212a8a9c3c80161fb","5074238c56f199449436a1260aead2fd","",""
"01bc287523dc1a1e6f016cce9a983ac4","5ae27cc40da0652f19685c5b8352c979","",""
"01c055a5b5794771b2d9595073007de8","046735e8e55ac5d5eee44e008b9e9720","",""
"01cdbf5c9237ec70ad864a6403cabdc1","dbc94ce4ff22c2daba89640dacc43949","",""
"01d118d9e3cc2c3bf6d66496287e3f1b","8e52a68d565e91ac8c01ec9c8e39c77e","","Tudo certo prazo e produto correto"
"01d40f25d3da0eef885f96f0d9a9bf6b","5266088c56ae6a700425da42e273e7cd","",""
"01d89badd65a44b02a168b076bf350e6","c9c021b86955fcf0e69e300f5358bf1b","","Produto chegou antes do prazo estabelecido, devidamente acondicionado, sensacional"
"01ecd7e5e66205b6ea11480a0a00bdd7","7ac3402986077088fc8185e65ec5c7b1","",""
"01f1d20129669befee2077a7f5987a5a","bec6c8437e350113789da9c0bc9c2566","",""
"01f729a68a977867b3b819eb5f96be64","853fdd4f5504e5f2c286e302f0047f4f","ENTREGA","ATE AGORA O PRODUTO N??O FOI ENTREGUE"
"01f731138d20ea659e9236cc70492d8a","028ffc48d3a4004a010e5847d7266cdb","",""
"02009f9fdd30df6c64b2e6a36edaf34e","6d9c9cea658be290a4d3c6ee16858ea9","",""
"0208f9a042fb7040d5e8c314bb8be26c","e647bf617de735448a4ba54f8910393c","",""
"0212b7917a274aa7f27cc007a3876ff7","4fe44efd8929f9dc43de71da5537c25e","",""
"0214ac8d8e874cd934cb7c1c3e116761","e11acf37c1371426d8e6ff3c89f952f8","",""
"021515f18c9300381946cb7254e5eb9f","10d6e6ff69ff215144be63f043568409","Satisfeito","Produto chegou no prazo, e deu tudo certo"
"021bdc10161c63e27faf057be0541223","c4338fc6904fe8ebef8e0e42ead3c0e0","",""
"021f2a15daad6d58a00422d72649bb25","b80ad2b6c5b351d9e15b84a8008a7d87","Bom loja",""
"021f81560075476c949ce50abd166607","61409da3655a093963f861bd9a96c600","",""
"0226157823ca8fb1c2ee40a71c32afbb","48e6590a35c4212b1525039dbe8cd750","",""
"02284c831b6710cae27c477cca3b2d72","02ff3675b59b53ca5cdcb2b6752aeea1","",""
"022d64e74da67861361ae7da92faa4b2","08432abcf785878edf1221a0611960ea","",""
"02303acbf32fcc6401f552eaef2bf19f","3daeecbd44a76530c8e9d0ac1ea4f581","","Previs??o de entrega at?? 18/10, recebi em 05/10, excelente."
"0232d24fc66f5f9084d8038af5b06595","5bcf5ca118d9e81440bf98e26c943255","",""
"02437602462203ddc6b03ed156846f73","647a878dc34645d35999b5dc9d506373","Recomendo","Entrega antes do prazo. Muito bom"
"02458b01a713491f771cf60ad071ac3f","0d16648e64dc322e5a49d8c912d2b61e","",""
"02484b7544bb08a43ee16332b327f209","343214a6de71b79c0166799ba08e148f","",""
"0249e083542be0c7999fed3441dbae0c","6b654c2dc2e7c610cb22c325fb723057","",""
"025050034fe97f815863a0e89dcbb9eb","0a6003474a7471ca13dbdb23b2c04ec6","","Espelho veio todo arranhado, parece que foi econtrado no lixo."
"025c9f41fe03358366573e0ba14c71d8","3735720b8c1cd4212fa0866a8e58a049","",""
"025e7989212b48834e8b5bde1fdffdf2","d30ebaf399ed0c5ec1cc71ed36c0dd68","","Tudo de acordo com o combinado."
"025ece99dcf5abd7182e6a1af79d96ea","01c4f4e08d9e8b7c5bd47e612285993f","",""
"026725a76a65e38ebb117a2a4138dc09","11d1d2c41d418db52862561ad533739a","","bom"
"02684930e50680f1b2105cb0ccfae932","9021cf1919f615a121410790dcce848f","","N??o recebi e espero receber"
"026da68b6dcfc28c9af61b336f26318b","ca186afb25218627f21f78bcb9a5ea08","",""
"027798fdfaa0d04c7558b1b5494859b4","cebe9a3966a2fc8ffd1a3c5996678283","",""
"027816b74a0cba9ce961d8be5dae3472","25fb291455f02d9da22d17fa3a1afd23","produto errado","N??o entregou o produto correto"
"0278efd9e9b69b5722b4fb10fc0a3c60","17e5131fe1d4b1a8dc14d4a66914f9d7","",""
"0282bede3912e571c5730fe145935b1d","14130f70a2038f80f97d9fcc6e590ba8","","Demorou muito para ser entregue"
"02888ff454c764d781939ef65355e5a4","9841f5f29be60e9a4686d0bd4593ed6f","","produto em atraso."
"02899659f93d06b86aab5eeab979ec6c","d232a4685c8ddfc98307d91978aebfa5","",""
"029d8158d19416f14116635a8e6ce022","58fcb8ce8784213ace394e1427f50fb7","",""
"029dc650c7234688f7495553fc7b8df6","129f71206f00d7fa856e19aa56618068","","Tenho receio de que o rel??gio ?? uma r??plica"
"02aa1cb277f0b399f8f510d844398a3f","2baefcba89167375b680182633028792","","Muito bom"
"02b3d19a82bd3b062fa35f8aa84732d2","c93e4c73cba512f76817291e0de8bec4","","como sempre amaricanas ?? impecavel no atendimento na venda e na entrega"
"02c383fe07ef2cf9cfc6614a3ab5a540","93a21c10557cc1b1ecfe2c3a808c648a","",""
"02c4f517486a90a0ece0b47f38efe709","dcb0beba69129b3cb15757a33bc9dce9","",""
"02c9b968e9c8ceff61d8923b8ce2dab3","3982b25019d6a59e9e887607e489e3d5","","lannister sempre atendendo bem."
"02cddb9a3902e257372b54fe9a08fda9","2992972c3d2aff1e457a1b320c51e278","",""
"02d1c042e4f7cebf4fbe0be966a1ff61","90855e99e15fa22aff68cdb4323b27c9","Qualidade.","Recebi, mas por??m, n??o ?? original.
Deveriam ser mais transparente, pq no site est?? constando que ?? uma pe??a original."
"02d5ceeccb057144d1ecd749282f3475","09d3f9f1be63c067456cc619076685a1","",""
"02dae59a597c87b10313d8d7191a2dfa","49935c2c36ceb474c290a1987bbb941e","Bom","Muito bom."
"02e1113952ee4bf035d552c3ebf65f67","d27c9535dfd56cfe107bc9eac1ac3e31","",""
"02e66ada7ab6db21cba9e7086a2cc31e","183ee0e3ebd4c1c995e5f9ac2d950ee8","","Espero que continue funcionando bem"
"02ec960f2ff4e06869377bf6aab96a44","813806934fb64463e4a78ff2cfef2941","",""
"02ed4b7fcf2a010c1bcb20ef25c20460","20cea985bb2eb263b7abb5b2589a3f32","",""
"02ed8404fd7a0ccd29919d74028fb6a8","be82da060fda4b85c7fe6ea6512f67e8","",""
"0300525ef63e9c77a5a798fd312e13f1","08fc1aa23fef732befd3559729544a6a","",""
"0307c5f3383e86af1f5a784fc1eb33a9","19c0c76962278b152cc44fc63ffd5e48","Muito boa qualidade",""
"03092b39a547203c31c51b1f0d71ff16","52b5d339bbba7bd8f18ca836ab540227","",""
"030a6bf487ae912d9d85ea8ff6c71626","53177d318c723e378c2a2aa1e9b2ea8e","Recomendo","Entrega R??pida demais!"
"030aff7a50557f1994580ee873c11834","245d1537baa4ed68d968e3c0f2ca5d16","","Ainda n??o recebi o produto"
"0312e419cafc4b8b3007685aa09cce91","2d4f4cfa89af135842ed4770de178752","",""
"0313aad231025d53fbb00af5e42184fc","03183d4abec30f2231280b2746c66d06","",""
"03169e6497cc9b931bde2eca63e109e1","ade5be9864c75127b5d9dbec4850da34","","Muito atenciosos."
"031a6aaa9dd11be6b123a2fb7e192295","4500a7cbeb73995b57988b9a3954cc50","",""
"031ee0c1b8c70800c5bb20d733c22747","cad2acef57f845758b7d0da4ee76a3e1","",""
"031f076293a11dc3d814355bbcb64bbc","435e8115e759a6c6da83193f08e4ea24","",""
"032010abcd61fc4cd38a0558e5b31861","015a7c64361928a0782ec0e705174b6d","",""
"03215247632c5bc4a925c524d0a154ec","326498d34ca452ef02d49a1cc8069b1e","",""
"032a5e84addd412c65297130009e2592","2899952345d332e41b79ece6d0463e9f","",""
"032cfb72d792d30b6181b482d85f8d1a","c1ba0776bb79a0826691352f8d6ea4e0","Tudo certo!","A compra ocorreu como o esperado, desde de o pedido at?? o recebimento do produto. Tudo bem certinho."
"03330bfbb4b7de2bbcfe55e0603f9efd","7df4045bb089bf92e7eaf3b506b6423b","",""
"0336bafbae3277c760a40996cf90a480","430545209b9cc4b7ef7ae765a54816a7","",""
"033a140684e59e95c6c61a99fbf02287","89bd46bd027ae866a59a72810b4adc95","",""
"033fb23c97ecb11c0548f4763bef5773","0b8c6aefe987f59ab3cea15927aedc8e","",""
"0345505d8c56b2d3c1d27ff00e82f874","2e7080c8c24e4a977925ca08b6a7d917","",""
"034bbd88dec5f15a61467c7410aaa28b","ea1c943b92b11b5d15ba43481b4e3ab8","Excelente","Estou muito satisfeita com este parceiro de vcs que me enviou este produto, e tamb??m com a Empresa lannister"
"034ff7d8893780d6d08f5d872e10eb5f","16b0354e89f049afdd965c97e243dac6","",""
"034fff9d15616ad687256f58a057f4f4","dcec2b3be8c3d53056fe63381b2a6cfe","","Eficiente do pedido a entrega"
"0353c9fcfc181eea55fba95cdfae5cfb","c02f449466eb42e245b4ec9287aeb987","",""
"03557726ff6e30acaff4519c8cc33765","581ef4e5af5c7bbdcd26579839290635","","Produto de qualidade e entrega r??pida"
"03578908a8e4f3976f70d798321565de","2d75fff7b2cc9e8df5ddfcf9a7a11cec","",""
"035cdc5e7ad5192da517cd947ed17a98","355c14cca8fef764ee4faa28db69342f","Excelente Loja",""
"035ed6ddc1959b530d55a5f88a5f28e0","4fe2fd5509bca02cbd39aa5b3eeb2a8f","super recomendo",""
"035f9d66ce3c83f431718c493e9db02b","55e2d723733c45033e71cb4d44690234","",""
"0367bb6aa1a7d42ad2f047998d68b726","c8126206d94637a4e63af00f4181a14d","","Sabor agrad??vel.... Recomendo"
"03687d12488200923833fd8a94a25b0d","597762c317500fb387313e761eada089","",""
"036954d9980cac6d2b41aac3567d8535","669680ec0096baf96bb966401209e3f3","",""
"036963bd2c4b9a231d2a7079bbba47a8","56c342adb8f074b20da098539a429d68","ruim","nao recebi o relogio de parede"
"036bac7dcf336feff8ee82009a67b01d","a7798126c7238a769777af04c3d19e71","",""
"036c68dd047062cbae030ac0a9615561","6512f99fc2b658abc017f8090e3d1bc9","","entrega antes do prazo, recomendo."
"036e6b3b4dc0b58b3727153d9c97c226","02bee300cb834a5d334ae42fdc325e7a","Muito bom!!",""
"037444f2888c5dd958ef9b4c753fa70c","193f92153e2d2dc57d0052176ef585c0","",""
"03783bb1d317fff9bc2d869654447c68","a83755325957c8eed972dc614210922e","",""
"037e028be7802dc4d1b254c0a20d7a7c","231a870fbf37ed286dd61a582fcd03c7","",""
"0381de7572d99d75230ce91207807265","00054e8431b9d7675808bcb819fb4a32","",""
"0385918df6cb6429d794d2ade9556103","c1e00da044e0d7297a2f8cdd0a048fc9","",""
"038c1ca44b5c8860cc616b2b3a1d5ce0","2275c86505ffbdf6aa88cd91bfeeae33","",""
"038fc130838dc1f3221efcf4d83504a3","14e29f83cf6fcd5fcca40380a248eea1","",""
"03913894a62ee718d16e2dc2d71e9c2a","9d43eaf1f72a6d200577517c4e4265e0","","Entrega dentro do prazo e o produto (aparelho auditivo) atendeu ??s expectativas. Tudo certo!"
"039a1725da1675760f07b775c27b1453","0b192907ec8563bda5210247497aa9af","","Super indico. Parab??ns Loja americana.. bem antes do prazo! ????"
"039be1abe8a4ed19f889aa8822401bdf","d566543182412210d24ad79aa1b4330d","",""
"039d0eb04fe9b49f7de8d74625d1a542","bc7a8b1110cf6edfecfcb0a1484f36dd","",""
"039ef96530dd7e9ce0910d86a129103f","01115c06246220def210911556bdc0e5","","Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e n??o consigo. J?? enviei reclama????o e solicita????o de resposta varias vezes sem retorno."
"03a6a25db577d0689440933055111897","2acfdc5131ff2cf4433e668454c9784c","","Muito Bom! Gostei Bastante! Tecido ??timo! Atendeu Minhas Espectativas! ???????????? Super Recomendo! ????"
"03ac26641719d0fd60444c1ad9a67567","7921190dc054e6839a4cfc253a578377","","Produto correto e foi entregue no prazo."
"03b3143cc596bb50864988b76106a418","7551a449a88847c6b76206cc5fbe5993","","As bolsas s??o lindas por fora, a cor ?? bem pr??xima da foto, mas por dentro n??o tem o forro da descri????o e o acabamento deixou um pouco a desejar, no mais a entrega foi super r??pida"
"03b4819c717a923ee26b39aec3273cf5","451bc3a8e6666fa7fa88c989b996a500","super recomendo",""
"03b90d79d2e3c02f33f3fa78f0f16068","7775f1a362c378b553296a6ac824ad0e","",""
"03bd089dca1ac0d71c2868eb3483618a","03fab3cde6e6bb6b6715075147044dca","","Boa noite,, compro nas lojas lannister a 8 anos e recomendo, pois tudo chega dentro do prazo, e com a mesma qualidade que ?? apresentado no site, muito obrigado por fazer parte da minha fam??lia."
"03be068d961f38ad7bfd6918dc8e03f5","0ab0adc81c98426d2cde86ab2ba52bc3","",""
"03bf220e34a199874aa8c6836d975e8a","7c18eddfcd24680d80a502346221614e","",""
"03c217dbae6ddcc5cbfd7d6a46ecf5c0","0368dc5a797fb5e3dbca70876ad9c164","","Chegou no antes do prazo, muito bonito"
"03c23a23b5b0a94dedea1f1738865f71","dc3da2a9d0c93951fdc030194d48bb02","",""
"03c6c0bfe17b184b1c5da9cb0c24cd50","aeb4c9d05ab11d7c6c9ca24f8c43bd70","",""
"03c94c298d46744dbf3a673740d850dd","80cf8a8487e5b2664cc0bacc1a57063f","","Demora para enviar o produto, levou mais de 20 dias e quando foi enviado mensagem perguntando sobre o motivo na demora para despachar fui sumariamente ignorado. O produto, apesar disso, veio certinho."
"03ccc1453f9e06d7bda13b87eb24806d","7e9d429736ca906b27567eceda90f4b6","a pensar recomenda????o","Comprei um produto e me enviaram outro similar sem me perguntar se eu queria a troca"
"03cdea49d7d4b6572381159db095d506","48ae434efdce6ee8ed43531400f53bb6","",""
"03ce74f4d37f9e81e37cafd0a1776283","e8c2e13dbaea9f65abb449dc65d6e883","","Produto nao e original mas e bem confecionado e atende igual de fabrica."
"03d2aee834c3e6879fe6afa14571c033","030f7abd700a4ceae9a8c4cff4b3dc95","",""
"03d66b26785dcfe2ecc572c2bb14fe77","0f95a7e23723d5388a494f2d812a8332","",""
"03d6fac9a6a4d8ac779f560320707db7","c2132e2cae45a1362b9d3496c25c5783","",""
"03d7b514d9c41d854fe1783383915e59","8935002f6aeb70c31fbf1a73f22b4f29","",""
"03dabf23ac64650aa26d2b9a13e8659c","00e1bdb3f1388c8ed222597ee4fa01e7","","A loja vendeu um produto falsificado. Ja fiz a solicita????o de devolu????o do produto, por??m ja faz 3 dias e n??o recebi o email das lannister para seguir com o processo de devolu????o, conforme orientado."
